permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202308245211,8,otc alterations permit,2023-08-24T14:38:45.000,1381,022,174,22nd,Av,reroofing,complete,2023-09-01T10:24:03.000,2023-08-24T14:38:45.000,2023-08-24T15:42:52.000,2,2,33500,33500,apartments,6,apartments,6,0,R-2,R-2,5,wood frame (5),5,wood frame (5),1,2023-08-24T15:39:30.000,Outer Richmond,94121,in-house,Point,-122.481501067,37.784529342,N,1676814241958,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,2023-09-01T10:24:03.000,
202308245197,8,otc alterations permit,2023-08-24T13:35:03.000,0200,014,440,Davis,Ct,"unit 611: revision to permit 202307283239 to show furred walls along concrete walls near kitchen, living area, bedrooms and balcony. no exterior work.",issued,2023-08-25T11:34:33.000,2023-08-24T13:35:03.000,2023-08-25T11:34:33.000,20,20,8500,8500,apartments,440,apartments,440,2,"R-2,M","R-2,M",1,constr type 1,1,constr type 1,3,2023-08-25T11:32:59.000,Financial District/South Beach,94111,in-house,Point,-122.397771188,37.79669694,N,1676799491633,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245193,8,otc alterations permit,2023-08-24T13:24:51.000,1774,019,1387,19th,Av,to comply with physical inspection report cc8599. no work under this permit,issued,2023-08-24T13:31:55.000,2023-08-24T13:24:51.000,2023-08-24T13:31:55.000,3,3,1,1,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-24T13:26:50.000,Sunset/Parkside,94122,in-house,Point,-122.477382805,37.762030587,N,1676795467637,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245193,8,otc alterations permit,2023-08-24T13:24:51.000,1774,019,1385,19th,Av,to comply with physical inspection report cc8599. no work under this permit,issued,2023-08-24T13:31:55.000,2023-08-24T13:24:51.000,2023-08-24T13:31:55.000,3,3,1,1,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-24T13:26:50.000,Sunset/Parkside,94122,in-house,Point,-122.477382805,37.762030587,N,1676794113577,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245191,8,otc alterations permit,2023-08-24T13:14:52.000,3744,005,2,Harrison,St,5th fl: mechanical & electrical work on 5th fl for t.i.. ref arch pa# 202308144301.,issued,2023-08-29T11:35:00.000,2023-08-24T13:14:52.000,2023-08-29T11:35:00.000,7,7,25000,25000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-29T11:32:16.000,Financial District/South Beach,94105,in-house,Point,-122.389757399,37.789803297,N,1676791249323,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245190,8,otc alterations permit,2023-08-24T13:10:42.000,3744,005,2,Harrison,St,4th fl: mechanical & electrical work on 4th fl for t.i.. ref arch pa# 202308144314.,issued,2023-08-29T10:47:28.000,2023-08-24T13:10:42.000,2023-08-29T10:47:28.000,7,7,25000,25000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-29T10:43:23.000,Financial District/South Beach,94105,in-house,Point,-122.389757399,37.789803297,N,1676790249323,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245189,8,otc alterations permit,2023-08-24T13:06:55.000,2321,012A,2279,28th,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),complete,2023-09-05T09:09:36.000,2023-08-24T13:06:55.000,2023-08-24T13:08:53.000,,,12500,12500,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,4,2023-08-24T13:06:55.000,Sunset/Parkside,94116,website,Point,-122.485823042,37.744896558,N,1676789131046,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,2023-09-05T09:09:36.000,
202308245181,8,otc alterations permit,2023-08-24T12:37:19.000,0852,018,265,Page,St,reroofing,issued,2023-08-24T14:35:58.000,2023-08-24T12:37:19.000,2023-08-24T14:35:58.000,3,3,28500,28500,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),5,2023-08-24T14:33:17.000,Hayes Valley,94102,in-house,Point,-122.425012945,37.773491263,N,167678183162,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245178,3,additions alterations or repairs,2023-08-24T12:24:21.000,1249,013,1760,Waller,St,revision to pa 202305047099 temporary shoring system. construction set soldier beam & soil mixed wall w/ wood lagging to retain cuts up to 11.5 feet below (e) site grade. 23mse-00253 issued under original permit. reduction in original scope of work.,issued,2023-09-05T14:13:50.000,2023-08-24T12:24:21.000,2023-09-05T14:13:50.000,,8,2500,2500,vacant lot,,apartments,160,2,M,"R-2,B,E,A-2,A-3",,,1,constr type 1,5,2023-09-05T14:13:44.000,Haight Ashbury,94117,in-house,Point,-122.452732187,37.768524632,N,167677893733,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245177,8,otc alterations permit,2023-08-24T12:21:32.000,6346,012,4905,Mission,St,"residential:  soft story retrofit on ground floor per 2022 sfebc, appendix a4 (residential).  add two steel moment frames with grade beams and add plywood shear walls",filed,2023-08-24T12:21:32.000,2023-08-24T12:21:32.000,,4,4,90000,0,apartments,6,apartments,6,2,"B,M,R-2","B,M,R-2",5,wood frame (5),5,wood frame (5),11,2023-08-24T16:10:12.000,Excelsior,94112,in-house,Point,-122.438164238,37.719793482,N,1676777286896,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245165,8,otc alterations permit,2023-08-24T11:18:35.000,0200,014,440,Davis,Ct,"unit 511: revision to permit 202307283238 to show furred walls along concrete walls near kitchen, living area, bedrooms and balcony. no exterior work.",issued,2023-08-25T12:49:01.000,2023-08-24T11:18:36.000,2023-08-25T12:49:01.000,20,20,8500,8500,apartments,440,apartments,440,2,"R-2,M","R-2,M",1,constr type 1,1,constr type 1,3,2023-08-25T11:36:22.000,Financial District/South Beach,94111,in-house,Point,-122.397771188,37.79669694,N,1676762491633,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245142,3,additions alterations or repairs,2023-08-24T09:52:25.000,4646,003,900,Innes,Av,new facp unit in maintenance bldg.install of f/a remove annunciators at entrance doors of 4 buildings which are netrworked and connected by u/g conduit.installation of notification devices throughout the buildings per code to be activated by the new facu & remove power supply located next to facu.,filed,2023-08-24T09:52:25.000,2023-08-24T09:52:25.000,,4,4,37802,,1 family dwelling,1,recreation bldg,0,2,R-3,B,5,wood frame (5),5,wood frame (5),10,2023-09-01T10:51:03.000,Bayview Hunters Point,94124,in-house,Point,-122.375727269,37.732240666,N,1676741174109,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
M1231668,8,otc alterations permit,2023-08-24T09:47:21.000,0509,006A,2198,Greenwich,St,"per sf assessor's record, delete address 2198 greenwich st from apn 0509/006a, replaced by 3210 fillmore st.",issued,2023-08-24T10:00:34.000,2023-08-24T09:47:21.000,2023-08-24T10:00:34.000,,,,244,,,,,,,,,,,,2,2023-08-24T10:00:34.000,Marina,,in-house,Point,-122.435690353,37.799154329,N,167673872444,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245139,8,otc alterations permit,2023-08-24T09:47:20.000,6274,003,510,Lisbon,St,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T09:48:54.000,2023-08-24T09:47:20.000,2023-08-24T09:48:54.000,,,10000,10000,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,11,2023-08-24T09:47:20.000,Excelsior,94112,website,Point,-122.435332385,37.720169114,N,1676737199602,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245131,8,otc alterations permit,2023-08-24T09:09:19.000,2635,036,374,Warren,Dr,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T09:10:23.000,2023-08-24T09:09:19.000,2023-08-24T09:10:23.000,,,15200,15200,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,7,2023-08-24T09:09:19.000,Inner Sunset,94131,website,Point,-122.46111358,37.756421404,N,1676727140439,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245129,8,otc alterations permit,2023-08-24T09:02:01.000,7066,024,363,Ellington,Av,re-roofing: remove and replace roofing material / existing roofing material (in-kind),issued,2023-08-24T09:03:04.000,2023-08-24T09:02:01.000,2023-08-24T09:03:04.000,,,14100,14100,2 family dwelling,,2 family dwelling,,0,R-3,R-3,,,,,11,2023-08-24T09:02:01.000,Outer Mission,94112,website,Point,-122.446021826,37.712414682,N,1676725220084,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245120,4,sign - erect,2023-08-24T08:48:18.000,4006,006,1601,Mariposa,St,install (1) illuminated wall sign on bldg interior,filed,2023-08-24T08:48:18.000,2023-08-24T08:48:18.000,,4,,4000,,food/beverage hndlng,145,,,2,B,,5,wood frame (5),,,10,2023-08-24T08:47:55.000,Potrero Hill,94107,in-house,Point,-122.399760974,37.76323624,N,1676717506040,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245121,4,sign - erect,2023-08-24T08:48:18.000,4006,006,1601,Mariposa,St,install (1) illuminated men board on bldg interior,filed,2023-08-24T08:48:18.000,2023-08-24T08:48:18.000,,4,,6000,,food/beverage hndlng,145,,,2,B,,5,wood frame (5),,,10,2023-08-24T08:47:55.000,Potrero Hill,94107,in-house,Point,-122.399760974,37.76323624,N,1676720506040,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245119,4,sign - erect,2023-08-24T08:48:17.000,4006,006,1601,Mariposa,St,install (1) illuminated hanging sign on bldg interior,filed,2023-08-24T08:48:18.000,2023-08-24T08:48:18.000,,4,,6000,,food/beverage hndlng,145,,,2,B,,5,wood frame (5),,,10,2023-08-24T08:47:55.000,Potrero Hill,94107,in-house,Point,-122.399760974,37.76323624,N,1676714506040,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245157,8,otc alterations permit,2023-08-24T00:00:00.000,0200,014,440,Davis,Ct,"unit 411: revision to permit 202307283234 to show furred walls along concrete walls near kitchen, living area, bedrooms and balcony. no exterior work.",issued,2023-08-24T15:31:37.000,2023-08-24T10:53:01.000,2023-08-24T15:31:37.000,20,20,8500,8500,apartments,440,apartments,440,2,"R-2,M","R-2,M",1,constr type 1,1,constr type 1,3,2023-08-24T15:27:30.000,Financial District/South Beach,94111,in-house,Point,-122.397771188,37.79669694,N,1676755491633,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245151,8,otc alterations permit,2023-08-24T00:00:00.000,0498,019,2914,Franklin,St,revision to permit 202301240625. replace the wall heater with electric baseboards in the office on the ground floor.,filed,2023-08-24T10:34:32.000,2023-08-24T10:34:32.000,,3,3,1,1,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-08-24T14:11:10.000,Marina,94123,in-house,Point,-122.425981302,37.801469607,N,167674772011,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245116,8,otc alterations permit,2023-08-24T00:00:00.000,1374,026,154,15th,Av,front of bldg only: 1) expand roof deck @ 2nd flr & replace exterior stairs; 2) @ 2nd flr replace & enlarge sliding door from dining rm to deck; 3) @ 4th flr turn unoccupied roof into new roof deck; 4) new window & exterior door @ 4th flr bedrm; 5) remodel bathroom @ 4th flr.,filed,2023-08-24T08:38:57.000,2023-08-24T08:38:57.000,,4,4,60000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-25T10:53:45.000,Outer Richmond,94118,in-house,Point,-122.473971184,37.785214807,N,167671197330,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245162,8,otc alterations permit,2023-08-24T00:00:00.000,3609,004,2422,Mission,St,installation of a new bldg f/a system designed to meet the requirement of the ca fire code and the local authority having jurisdiction. visual and audible notification devices will cover all 1/f and 2/f to meet the code. and lf sounders will be in all sleeping areas. smoke dectors will be,issued,2023-08-24T12:40:05.000,2023-08-24T11:05:33.000,2023-08-24T12:40:05.000,2,2,36695,36695,apartments,8,apartments,8,2,"R-2,B","R-2,B",5,wood frame (5),5,wood frame (5),9,2023-08-24T12:32:16.000,Mission,94110,in-house,Point,-122.41930588,37.758152666,N,1676758502906,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308245164,3,additions alterations or repairs,2023-08-24T00:00:00.000,5896,022,135,Gladstone,Dr,adu per government code 65852.2,filed,2023-08-24T11:17:36.000,2023-08-24T11:17:36.000,,2,2,100000,,1 family dwelling,1,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-09-07T10:50:41.000,Excelsior,94134,in-house,Point,-122.421656389,37.729093278,N,1676761190711,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245218,8,otc alterations permit,2023-08-24T00:00:00.000,3564,054,67,Pond,St,"interior remodel of bathroom and bedroom, upper unit only (1 story)",issued,2023-08-28T10:09:31.000,2023-08-24T15:19:35.000,2023-08-28T10:09:31.000,2,2,39500,58000,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-28T10:05:39.000,Castro/Upper Market,94114,in-house,Point,-122.432004568,37.763230961,N,1676822158849,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245134,8,otc alterations permit,2023-08-24T00:00:00.000,0194,004,829,Kearny,St,"t.i at 1/f.  addition of 3 strobes, addition of 3 horn/strobes, new devices will be tied into (e) notification appliance circuit. ref 202208241201.",issued,2023-08-31T10:17:48.000,2023-08-24T09:29:19.000,2023-08-31T10:17:48.000,3,3,9330,9330,retail sales,,office,,2,"S-2,B,M,A-3","S-2,B,M,A-3",1,constr type 1,1,constr type 1,3,2023-08-31T10:12:21.000,Chinatown,94133,in-house,Point,-122.405355622,37.795686263,N,1676731384875,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308245168,8,otc alterations permit,2023-08-24T00:00:00.000,0737,001,1055,Ellis,St,fire alarm as builts: as builts to show (6) added duct detectors. pa ref# 20230620932,issued,2023-08-25T12:31:19.000,2023-08-24T11:33:42.000,2023-08-25T12:31:19.000,6,6,1,1,school,,school,,2,E,E,1,constr type 1,1,constr type 1,2,2023-08-25T12:27:58.000,Western Addition,94109,in-house,Point,-122.423187693,37.783286721,N,1676765373872,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308245185,8,otc alterations permit,2023-08-24T00:00:00.000,1602,005,731,42nd,Av,to obtain a final inspection for work approved under pa# 2019-0514-0503 all work is complete,approved,2023-08-24T13:00:51.000,2023-08-24T12:50:12.000,2023-08-24T13:00:51.000,3,3,1,1,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-24T12:52:41.000,Outer Richmond,94121,in-house,Point,-122.502949066,37.774829344,N,1676785106253,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245149,3,additions alterations or repairs,2023-08-24T00:00:00.000,3704,240,945,Market,St,updating passenger elevator#4 to be in code compliance as an accessible means of egress elevator and minor modifications to ikea space.,filed,2023-08-24T10:23:10.000,2023-08-24T10:23:10.000,,5,5,250000,,retail sales,,retail sales,,2,"S-2,A-2,A-3,B,M","S-2,A-2,A-3,B,M",1,constr type 1,1,constr type 1,6,2023-09-05T15:30:21.000,South of Market,94103,in-house,Point,-122.40883794,37.782834177,N,1676746489538,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245180,8,otc alterations permit,2023-08-24T00:00:00.000,2987A,012,35,Santa Clara,Av,reroofing,issued,2023-08-31T09:11:50.000,2023-08-24T12:35:29.000,2023-08-31T09:11:50.000,2,2,8800,8800,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-31T09:07:28.000,West of Twin Peaks,94127,in-house,Point,-122.465672101,37.738792377,N,1676780148982,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245105,8,otc alterations permit,2023-08-24T00:00:00.000,1343,013,8,16th,Av,to obtain final inspection for work approved under pa #201610119866 and #201612094567. all work is complete.,issued,2023-08-24T08:00:24.000,2023-08-24T07:53:36.000,2023-08-24T08:00:24.000,2,2,1,1,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-24T07:57:25.000,Seacliff,94118,in-house,Point,-122.475219134,37.786774282,N,167670096390,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245192,8,otc alterations permit,2023-08-24T00:00:00.000,1774,019,1387,19th,Av,to comply with physical inspection report cc8599. install sheetrock ceiling garage. install fire 20min door garage.  bring hand rail on stairs up to code.  install protective bollard garage.  for ground floor.,filed,2023-08-24T13:19:20.000,2023-08-24T13:19:20.000,,3,3,15000,0,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-24T13:22:08.000,Sunset/Parkside,94122,in-house,Point,-122.477382805,37.762030587,N,1676793467637,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245137,8,otc alterations permit,2023-08-24T00:00:00.000,1011,025,3655,Clay,St,reroofing,issued,2023-08-24T10:54:58.000,2023-08-24T09:39:16.000,2023-08-24T10:54:58.000,2,2,49845,49845,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-08-24T10:50:37.000,Presidio Heights,94118,in-house,Point,-122.452981903,37.788053376,N,167673487059,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245123,8,otc alterations permit,2023-08-24T00:00:00.000,0093,054,2154,Leavenworth,St,installation of a dedicated function for sprinkler monitoring system for this residential property. the system shall hav a ul certificate and will communicate to a ul listed central supervising station via cellular communication only.,issued,2023-08-24T12:50:32.000,2023-08-24T08:50:40.000,2023-08-24T12:50:32.000,4,4,4900,5406,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-08-24T12:46:03.000,Russian Hill,94133,in-house,Point,-122.417441274,37.801062756,N,1676716265527,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308245188,8,otc alterations permit,2023-08-24T00:00:00.000,3744,005,2,Harrison,St,2nd fl: mechanical & electrical work on 2nd fl for t.i.. ref arch pa# 202308144326.,issued,2023-08-29T12:12:33.000,2023-08-24T13:05:45.000,2023-08-29T12:12:33.000,7,7,30000,30000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-29T12:10:48.000,Financial District/South Beach,94105,in-house,Point,-122.389757399,37.789803297,N,1676788249323,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308245209,3,additions alterations or repairs,2023-08-24T00:00:00.000,6770,039,257,Joost,Av,1st floor - remove (e) stairs to light well and level area with soil. 2nd floor - add stairs from 2nd floor to 1st floor at left side of house. total added floor space 96sq.ft.,filed,2023-08-24T14:31:53.000,2023-08-24T14:31:53.000,,3,3,25000,,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-25T13:21:12.000,West of Twin Peaks,94131,in-house,Point,-122.441017025,37.732125742,N,1676812212693,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
